epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,92.5096,0.75405,0.721,0.00219,0.66692,0.64408,0.70603,0.5967,0.62563,0.64279,0.00293,0.00096205,0.00096205,0.00096205
25,95.9819,0.69754,0.69129,0.00191,0.51313,0.95139,0.73901,0.63185,0.58309,0.57903,0.00273,0.0009604,0.0009604,0.0009604
26,99.6452,0.67724,0.72479,0.00188,0.51313,0.95139,0.73901,0.63185,0.58309,0.57903,0.00273,0.00095875,0.00095875,0.00095875
27,103.256,0.76144,0.68709,0.00251,0.62073,0.79628,0.76046,0.63976,0.66317,0.57142,0.00346,0.0009571,0.0009571,0.0009571
28,106.557,0.73015,0.65909,0.00227,0.83708,0.65549,0.78258,0.67112,0.60133,0.52912,0.00273,0.00095545,0.00095545,0.00095545
29,109.557,0.71864,0.68064,0.00242,0.83708,0.65549,0.78258,0.67112,0.60133,0.52912,0.00273,0.0009538,0.0009538,0.0009538
30,112.802,0.74478,0.68165,0.00221,0.85516,0.72362,0.80741,0.66782,0.64043,0.47193,0.00323,0.00095215,0.00095215,0.00095215
31,115.835,0.73118,0.65057,0.00233,0.85516,0.72362,0.80741,0.66782,0.64043,0.47193,0.00323,0.0009505,0.0009505,0.0009505
32,118.964,0.67758,0.62768,0.00198,0.61975,0.77851,0.79913,0.66593,0.62022,0.48858,0.0028,0.00094885,0.00094885,0.00094885
33,122.055,0.68792,0.57937,0.00209,0.63177,0.88872,0.82591,0.71578,0.55276,0.42287,0.00242,0.0009472,0.0009472,0.0009472
34,125.277,0.64478,0.60968,0.00179,0.63177,0.88872,0.82591,0.71578,0.55276,0.42287,0.00242,0.00094555,0.00094555,0.00094555
35,128.575,0.62252,0.6002,0.00201,0.61899,0.91641,0.78405,0.68108,0.59103,0.43363,0.00248,0.0009439,0.0009439,0.0009439
36,131.63,0.66237,0.57015,0.00191,0.61899,0.91641,0.78405,0.68108,0.59103,0.43363,0.00248,0.00094225,0.00094225,0.00094225
37,134.78,0.62941,0.53285,0.00185,0.71116,0.85018,0.80912,0.6994,0.577,0.41817,0.00259,0.0009406,0.0009406,0.0009406
38,137.918,0.63946,0.53994,0.00173,0.62444,0.84572,0.83656,0.73459,0.53419,0.39442,0.00239,0.00093895,0.00093895,0.00093895
39,141.091,0.62761,0.54399,0.00215,0.62444,0.84572,0.83656,0.73459,0.53419,0.39442,0.00239,0.0009373,0.0009373,0.0009373
40,144.269,0.64977,0.52624,0.00193,0.63196,0.83638,0.82187,0.71417,0.55743,0.40556,0.00248,0.00093565,0.00093565,0.00093565
41,147.375,0.69293,0.55662,0.00213,0.63196,0.83638,0.82187,0.71417,0.55743,0.40556,0.00248,0.000934,0.000934,0.000934
42,150.227,0.68581,0.49754,0.00207,0.77219,0.89777,0.84827,0.73103,0.61113,0.35002,0.00285,0.00093235,0.00093235,0.00093235
43,153.081,0.7069,0.53643,0.00245,0.77834,0.89864,0.87326,0.76138,0.51298,0.33675,0.00226,0.0009307,0.0009307,0.0009307
44,156.013,0.68909,0.53914,0.00195,0.77834,0.89864,0.87326,0.76138,0.51298,0.33675,0.00226,0.00092905,0.00092905,0.00092905
45,158.938,0.68292,0.45981,0.00221,0.75996,0.86095,0.87366,0.75885,0.55781,0.35096,0.00273,0.0009274,0.0009274,0.0009274
46,161.755,0.71368,0.52495,0.00212,0.75996,0.86095,0.87366,0.75885,0.55781,0.35096,0.00273,0.00092575,0.00092575,0.00092575
47,164.622,0.63302,0.45649,0.00172,0.72941,0.87649,0.89034,0.77501,0.53002,0.33961,0.00241,0.0009241,0.0009241,0.0009241
48,167.594,0.63,0.4975,0.0019,0.76456,0.92433,0.90915,0.78579,0.59138,0.34342,0.00272,0.00092245,0.00092245,0.00092245
49,171.269,0.69162,0.44989,0.00207,0.76456,0.92433,0.90915,0.78579,0.59138,0.34342,0.00272,0.0009208,0.0009208,0.0009208
50,174.912,0.66648,0.45496,0.00183,0.73852,0.93508,0.89211,0.77105,0.55334,0.32206,0.00252,0.00091915,0.00091915,0.00091915
51,178.102,0.61881,0.46682,0.00161,0.73852,0.93508,0.89211,0.77105,0.55334,0.32206,0.00252,0.0009175,0.0009175,0.0009175
52,181.567,0.60997,0.45747,0.00191,0.79897,0.93831,0.90627,0.78087,0.56941,0.3163,0.00251,0.00091585,0.00091585,0.00091585
53,185.255,0.63689,0.42621,0.00186,0.77531,0.80434,0.84701,0.73682,0.53914,0.35341,0.00249,0.0009142,0.0009142,0.0009142
54,188.459,0.64129,0.46303,0.00179,0.77531,0.80434,0.84701,0.73682,0.53914,0.35341,0.00249,0.00091255,0.00091255,0.00091255
55,191.828,0.67207,0.43311,0.0019,0.68094,0.96866,0.87535,0.76905,0.50766,0.3423,0.0023,0.0009109,0.0009109,0.0009109
56,195.456,0.62968,0.45755,0.00195,0.68094,0.96866,0.87535,0.76905,0.50766,0.3423,0.0023,0.00090925,0.00090925,0.00090925
57,199.283,0.64445,0.48216,0.00175,0.8571,0.85691,0.92923,0.80746,0.55073,0.32602,0.00254,0.0009076,0.0009076,0.0009076
58,202.795,0.64053,0.40601,0.00182,0.8571,0.85691,0.92923,0.80746,0.55073,0.32602,0.00254,0.00090595,0.00090595,0.00090595
59,206.305,0.61902,0.42331,0.00178,0.71365,0.96399,0.88972,0.78246,0.52614,0.33515,0.00256,0.0009043,0.0009043,0.0009043
60,209.563,0.64602,0.4629,0.00186,0.81791,0.86067,0.88608,0.7856,0.497,0.29703,0.00222,0.00090265,0.00090265,0.00090265
61,212.71,0.63086,0.43712,0.00191,0.81791,0.86067,0.88608,0.7856,0.497,0.29703,0.00222,0.000901,0.000901,0.000901
62,216.084,0.65037,0.42135,0.00187,0.84261,0.82627,0.86499,0.74945,0.53328,0.3017,0.00239,0.00089935,0.00089935,0.00089935
63,219.451,0.65104,0.405,0.00191,0.84261,0.82627,0.86499,0.74945,0.53328,0.3017,0.00239,0.0008977,0.0008977,0.0008977
64,222.558,0.61823,0.4113,0.00195,0.73342,0.80736,0.84586,0.72576,0.55266,0.33807,0.00248,0.00089605,0.00089605,0.00089605
65,226.005,0.6154,0.4262,0.00179,0.74954,0.8447,0.83579,0.72419,0.53431,0.35928,0.00242,0.0008944,0.0008944,0.0008944
66,229.392,0.66583,0.46624,0.00183,0.74954,0.8447,0.83579,0.72419,0.53431,0.35928,0.00242,0.00089275,0.00089275,0.00089275
67,232.541,0.62139,0.41307,0.00174,0.8136,0.8172,0.81998,0.72152,0.55616,0.34917,0.00266,0.0008911,0.0008911,0.0008911
68,235.729,0.61735,0.44405,0.00188,0.8136,0.8172,0.81998,0.72152,0.55616,0.34917,0.00266,0.00088945,0.00088945,0.00088945
69,239.074,0.60699,0.45526,0.00178,0.79373,0.85754,0.86103,0.75949,0.54531,0.32192,0.00252,0.0008878,0.0008878,0.0008878
70,242.335,0.59233,0.38681,0.00175,0.73048,0.88643,0.85687,0.75785,0.51287,0.34097,0.00223,0.00088615,0.00088615,0.00088615
71,245.867,0.60255,0.35778,0.00174,0.73048,0.88643,0.85687,0.75785,0.51287,0.34097,0.00223,0.0008845,0.0008845,0.0008845
72,249.102,0.57128,0.35728,0.0018,0.71864,0.89327,0.85442,0.74001,0.53498,0.3284,0.00233,0.00088285,0.00088285,0.00088285
73,252.41,0.57259,0.40311,0.00171,0.71864,0.89327,0.85442,0.74001,0.53498,0.3284,0.00233,0.0008812,0.0008812,0.0008812
74,255.941,0.57163,0.37351,0.0017,0.76343,0.86405,0.86672,0.7437,0.57733,0.32936,0.00246,0.00087955,0.00087955,0.00087955
75,259.308,0.5725,0.35032,0.00163,0.7547,0.82806,0.81932,0.70479,0.56155,0.36438,0.00247,0.0008779,0.0008779,0.0008779
76,262.732,0.62515,0.43941,0.00185,0.7547,0.82806,0.81932,0.70479,0.56155,0.36438,0.00247,0.00087625,0.00087625,0.00087625
77,265.921,0.60316,0.35377,0.00184,0.7103,0.87767,0.85681,0.7404,0.55355,0.30919,0.00255,0.0008746,0.0008746,0.0008746
78,268.907,0.61828,0.39058,0.0018,0.7103,0.87767,0.85681,0.7404,0.55355,0.30919,0.00255,0.00087295,0.00087295,0.00087295
79,271.927,0.57029,0.37558,0.00153,0.78218,0.79729,0.82389,0.71777,0.52456,0.35185,0.00225,0.0008713,0.0008713,0.0008713
80,274.912,0.54849,0.35045,0.00163,0.79258,0.82223,0.83566,0.72438,0.54372,0.35828,0.00234,0.00086965,0.00086965,0.00086965
81,277.764,0.60936,0.31508,0.0017,0.79258,0.82223,0.83566,0.72438,0.54372,0.35828,0.00234,0.000868,0.000868,0.000868
82,280.782,0.59325,0.33758,0.00173,0.82366,0.82476,0.8498,0.75108,0.53365,0.32283,0.00244,0.00086635,0.00086635,0.00086635
83,283.776,0.61581,0.40481,0.00181,0.82366,0.82476,0.8498,0.75108,0.53365,0.32283,0.00244,0.0008647,0.0008647,0.0008647
84,286.994,0.57641,0.30251,0.00162,0.78772,0.84019,0.85233,0.74176,0.52739,0.31888,0.00244,0.00086305,0.00086305,0.00086305
85,290.729,0.5792,0.31972,0.00177,0.73285,0.92021,0.85342,0.74329,0.52594,0.30317,0.00228,0.0008614,0.0008614,0.0008614
86,294.653,0.60454,0.39279,0.00177,0.73285,0.92021,0.85342,0.74329,0.52594,0.30317,0.00228,0.00085975,0.00085975,0.00085975
87,298.465,0.61794,0.34433,0.00179,0.85461,0.78182,0.84624,0.73932,0.53199,0.32258,0.00247,0.0008581,0.0008581,0.0008581
88,302.36,0.60768,0.37048,0.00177,0.85461,0.78182,0.84624,0.73932,0.53199,0.32258,0.00247,0.00085645,0.00085645,0.00085645
89,306.12,0.56346,0.30918,0.00179,0.73906,0.8177,0.85462,0.75276,0.50646,0.30584,0.0023,0.0008548,0.0008548,0.0008548
90,309.592,0.55225,0.31173,0.00179,0.73906,0.8177,0.85462,0.75276,0.50646,0.30584,0.0023,0.00085315,0.00085315,0.00085315
91,313.231,0.61184,0.34218,0.00179,0.72214,0.94217,0.84189,0.73518,0.52096,0.30595,0.00225,0.0008515,0.0008515,0.0008515
92,316.718,0.61354,0.35309,0.0016,0.74997,0.92326,0.85169,0.74781,0.56644,0.29823,0.00235,0.00084985,0.00084985,0.00084985
93,320.231,0.59455,0.34355,0.00198,0.74997,0.92326,0.85169,0.74781,0.56644,0.29823,0.00235,0.0008482,0.0008482,0.0008482
94,323.994,0.616,0.31184,0.00192,0.74509,0.90936,0.85325,0.75286,0.52307,0.29665,0.00223,0.00084655,0.00084655,0.00084655
95,327.513,0.60768,0.33305,0.0018,0.74509,0.90936,0.85325,0.75286,0.52307,0.29665,0.00223,0.0008449,0.0008449,0.0008449
96,331.163,0.61749,0.36815,0.00159,0.77297,0.81193,0.84307,0.72564,0.5708,0.33209,0.00238,0.00084325,0.00084325,0.00084325
97,334.73,0.63361,0.31961,0.00198,0.76679,0.83531,0.78293,0.66984,0.56847,0.40159,0.00246,0.0008416,0.0008416,0.0008416
98,338.307,0.57652,0.31039,0.00185,0.76679,0.83531,0.78293,0.66984,0.56847,0.40159,0.00246,0.00083995,0.00083995,0.00083995
99,342.465,0.61506,0.37775,0.00184,0.72699,0.84227,0.79569,0.68868,0.5486,0.39108,0.00238,0.0008383,0.0008383,0.0008383
100,346.131,0.59884,0.29849,0.0017,0.72699,0.84227,0.79569,0.68868,0.5486,0.39108,0.00238,0.00083665,0.00083665,0.00083665
101,349.557,0.62165,0.32683,0.00164,0.75846,0.87917,0.81539,0.70755,0.53112,0.33572,0.0023,0.000835,0.000835,0.000835
102,353.121,0.59462,0.31107,0.00177,0.68914,0.87917,0.83126,0.72966,0.50249,0.33411,0.00231,0.00083335,0.00083335,0.00083335
103,356.576,0.52516,0.29091,0.00162,0.68914,0.87917,0.83126,0.72966,0.50249,0.33411,0.00231,0.0008317,0.0008317,0.0008317
104,360.094,0.57384,0.32818,0.00172,0.75437,0.84583,0.81522,0.71843,0.52545,0.32811,0.00236,0.00083005,0.00083005,0.00083005
105,363.659,0.56419,0.33411,0.00165,0.75437,0.84583,0.81522,0.71843,0.52545,0.32811,0.00236,0.0008284,0.0008284,0.0008284
106,367.418,0.54411,0.29535,0.00154,0.65348,0.9023,0.79945,0.6998,0.50236,0.33045,0.00217,0.00082675,0.00082675,0.00082675
107,371.124,0.55267,0.29655,0.00154,0.69031,0.79664,0.82832,0.73139,0.50074,0.4222,0.00225,0.0008251,0.0008251,0.0008251
108,374.92,0.57204,0.28874,0.00177,0.69031,0.79664,0.82832,0.73139,0.50074,0.4222,0.00225,0.00082345,0.00082345,0.00082345
109,378.738,0.55742,0.28153,0.00164,0.79932,0.86742,0.89214,0.77433,0.50602,0.27573,0.00222,0.0008218,0.0008218,0.0008218
110,382.828,0.55131,0.31694,0.00158,0.79932,0.86742,0.89214,0.77433,0.50602,0.27573,0.00222,0.00082015,0.00082015,0.00082015
111,386.387,0.57422,0.27165,0.00158,0.78023,0.81006,0.81268,0.69684,0.54338,0.32524,0.00237,0.0008185,0.0008185,0.0008185
112,390.015,0.59186,0.32921,0.00145,0.86352,0.79019,0.85802,0.74967,0.51308,0.26331,0.00227,0.00081685,0.00081685,0.00081685
113,393.672,0.56185,0.30579,0.00157,0.86352,0.79019,0.85802,0.74967,0.51308,0.26331,0.00227,0.0008152,0.0008152,0.0008152
114,397.13,0.54955,0.26554,0.00169,0.83052,0.79279,0.88326,0.77852,0.50439,0.27765,0.00215,0.00081355,0.00081355,0.00081355
115,400.639,0.54251,0.3048,0.00166,0.83052,0.79279,0.88326,0.77852,0.50439,0.27765,0.00215,0.0008119,0.0008119,0.0008119
116,404.254,0.54328,0.26914,0.00143,0.823,0.8158,0.83991,0.72914,0.50759,0.31005,0.00225,0.00081025,0.00081025,0.00081025
117,407.824,0.54643,0.27811,0.00153,0.77661,0.84077,0.83903,0.72714,0.52345,0.31382,0.00237,0.0008086,0.0008086,0.0008086
118,411.912,0.56704,0.34141,0.00155,0.77661,0.84077,0.83903,0.72714,0.52345,0.31382,0.00237,0.00080695,0.00080695,0.00080695
119,415.729,0.51328,0.29127,0.00175,0.81776,0.85346,0.84524,0.73567,0.53009,0.30198,0.00232,0.0008053,0.0008053,0.0008053
120,419.193,0.54537,0.29962,0.0015,0.81776,0.85346,0.84524,0.73567,0.53009,0.30198,0.00232,0.00080365,0.00080365,0.00080365
121,422.873,0.56033,0.27416,0.00169,0.81645,0.86403,0.84436,0.74158,0.54664,0.31247,0.00235,0.000802,0.000802,0.000802
122,426.562,0.56386,0.26999,0.00172,0.81645,0.86403,0.84436,0.74158,0.54664,0.31247,0.00235,0.00080035,0.00080035,0.00080035
123,430.154,0.55681,0.31264,0.00166,0.82146,0.80245,0.83526,0.73721,0.5147,0.32405,0.00226,0.0007987,0.0007987,0.0007987
124,433.955,0.55146,0.32721,0.00149,0.71057,0.86936,0.84408,0.74666,0.49118,0.31677,0.00212,0.00079705,0.00079705,0.00079705
125,437.606,0.5437,0.29171,0.00164,0.71057,0.86936,0.84408,0.74666,0.49118,0.31677,0.00212,0.0007954,0.0007954,0.0007954
126,441.113,0.5449,0.31467,0.00176,0.68314,0.78306,0.83246,0.73986,0.49388,0.39979,0.00224,0.00079375,0.00079375,0.00079375
127,444.464,0.54341,0.24872,0.00146,0.68314,0.78306,0.83246,0.73986,0.49388,0.39979,0.00224,0.0007921,0.0007921,0.0007921
128,447.85,0.5537,0.26442,0.00155,0.68354,0.80431,0.82193,0.72837,0.51169,0.42915,0.00221,0.00079045,0.00079045,0.00079045
129,451.445,0.50919,0.26515,0.0015,0.72191,0.89685,0.82814,0.71596,0.54285,0.36341,0.00233,0.0007888,0.0007888,0.0007888
130,455.106,0.57175,0.28357,0.00152,0.72191,0.89685,0.82814,0.71596,0.54285,0.36341,0.00233,0.00078715,0.00078715,0.00078715
131,458.612,0.54415,0.26252,0.00154,0.76186,0.85806,0.79532,0.69751,0.53991,0.35954,0.00232,0.0007855,0.0007855,0.0007855
132,462.234,0.55272,0.2794,0.00164,0.76186,0.85806,0.79532,0.69751,0.53991,0.35954,0.00232,0.00078385,0.00078385,0.00078385
133,465.791,0.5479,0.31028,0.00161,0.77509,0.86085,0.8101,0.7082,0.50092,0.34916,0.00217,0.0007822,0.0007822,0.0007822
134,469.37,0.54137,0.25594,0.00158,0.77736,0.85712,0.80864,0.70203,0.53917,0.35651,0.00235,0.00078055,0.00078055,0.00078055
135,472.921,0.56897,0.3135,0.00177,0.77736,0.85712,0.80864,0.70203,0.53917,0.35651,0.00235,0.0007789,0.0007789,0.0007789
136,476.349,0.56393,0.28374,0.00151,0.88645,0.80598,0.85632,0.75596,0.52013,0.30538,0.00219,0.00077725,0.00077725,0.00077725
137,479.939,0.5586,0.29898,0.00176,0.88645,0.80598,0.85632,0.75596,0.52013,0.30538,0.00219,0.0007756,0.0007756,0.0007756
138,483.345,0.54206,0.2358,0.00148,0.75886,0.93403,0.84363,0.73961,0.50943,0.27726,0.00231,0.00077395,0.00077395,0.00077395
139,486.894,0.54387,0.27274,0.0017,0.78347,0.89197,0.84986,0.74737,0.49425,0.28295,0.00215,0.0007723,0.0007723,0.0007723
140,490.677,0.50246,0.2251,0.00161,0.78347,0.89197,0.84986,0.74737,0.49425,0.28295,0.00215,0.00077065,0.00077065,0.00077065
141,494.194,0.53442,0.23927,0.00174,0.77637,0.91806,0.86289,0.74669,0.53717,0.29478,0.00223,0.000769,0.000769,0.000769
142,497.614,0.63913,0.26361,0.0018,0.77637,0.91806,0.86289,0.74669,0.53717,0.29478,0.00223,0.00076735,0.00076735,0.00076735
143,501.107,0.59573,0.28508,0.00175,0.71733,0.88472,0.83425,0.72226,0.53938,0.29953,0.00235,0.0007657,0.0007657,0.0007657
144,504.631,0.6073,0.30945,0.00167,0.72735,0.87642,0.86051,0.75813,0.54316,0.29892,0.00257,0.00076405,0.00076405,0.00076405
145,508.151,0.57601,0.25452,0.00166,0.72735,0.87642,0.86051,0.75813,0.54316,0.29892,0.00257,0.0007624,0.0007624,0.0007624
146,511.612,0.59158,0.29052,0.00179,0.70851,0.88101,0.86747,0.75962,0.53048,0.31586,0.00244,0.00076075,0.00076075,0.00076075
147,515.034,0.57659,0.26228,0.00154,0.70851,0.88101,0.86747,0.75962,0.53048,0.31586,0.00244,0.0007591,0.0007591,0.0007591
148,518.641,0.58283,0.27972,0.00178,0.89961,0.7685,0.83481,0.73549,0.51339,0.33295,0.00222,0.00075745,0.00075745,0.00075745
149,522.049,0.58803,0.26065,0.00189,0.80818,0.87881,0.84728,0.74302,0.51343,0.30683,0.00223,0.0007558,0.0007558,0.0007558
150,524.887,0.54216,0.25128,0.00159,0.80818,0.87881,0.84728,0.74302,0.51343,0.30683,0.00223,0.00075415,0.00075415,0.00075415
151,527.806,0.55131,0.21385,0.00155,0.88125,0.85004,0.858,0.7568,0.50869,0.28418,0.00227,0.0007525,0.0007525,0.0007525
152,530.861,0.55683,0.23687,0.00157,0.88125,0.85004,0.858,0.7568,0.50869,0.28418,0.00227,0.00075085,0.00075085,0.00075085
153,534.406,0.57723,0.28674,0.00161,0.79235,0.87926,0.83933,0.73694,0.5221,0.29295,0.00229,0.0007492,0.0007492,0.0007492
154,537.997,0.55672,0.25416,0.00169,0.79235,0.87926,0.83933,0.73694,0.5221,0.29295,0.00229,0.00074755,0.00074755,0.00074755
155,541.348,0.54068,0.27109,0.00162,0.77536,0.88472,0.84953,0.74066,0.50559,0.28677,0.00218,0.0007459,0.0007459,0.0007459
156,544.686,0.55646,0.26025,0.00153,0.79691,0.88472,0.87445,0.76546,0.51741,0.28216,0.00219,0.00074425,0.00074425,0.00074425
157,548.032,0.52132,0.24396,0.00146,0.79691,0.88472,0.87445,0.76546,0.51741,0.28216,0.00219,0.0007426,0.0007426,0.0007426
